ALS|GLON(deg)|GLAT(deg)
15166|   80.28|    0.80
15155|   80.26|    0.78
15108|   80.11|    0.67
15104|   80.44|    0.91
15134|   80.14|    0.68
15172|   80.48|    0.93
14712|   73.49|   -4.25
15121|   80.48|    0.92
11430|   84.87|    4.16
15100|   80.21|    0.71
15153|   80.29|    0.77
11428|   84.19|    3.65
15179|   80.12|    0.64
15159|   80.27|    0.75
15141|   80.25|    0.73
15176|   80.30|    0.77
11427|   77.62|   -1.22
11429|   82.41|    2.33
15119|   80.23|    0.71
15101|   80.28|    0.73
15106|   80.32|    0.77
15124|   80.43|    0.84
15160|   80.18|    0.65
15188|   80.22|    0.68
11434|   80.48|    0.86
15158|   80.14|    0.60
11431|   77.26|   -1.54
15107|   80.31|    0.72
15173|   80.21|    0.65
15189|   80.54|    0.89
15139|   80.30|    0.71
11433|   77.86|   -1.11
11435|   83.78|    3.29
11436|   83.12|    2.79
11439|   88.17|    6.48
11437|   84.65|    3.90
18124|   83.01|    2.69
11440|   88.65|    6.83
15147|   80.13|    0.54
15118|   80.29|    0.66
11432|   69.81|   -7.06
19939|   74.98|   -3.29
15151|   80.17|    0.56
15145|   80.13|    0.53
15146|   80.18|    0.55
11438|   80.57|    0.83
15125|   80.53|    0.80
15178|   80.42|    0.72
14713|   63.81|  -11.35
15110|   80.55|    0.80
15174|   80.45|    0.69
15114|   80.54|    0.73
11443|   85.07|    4.10
14754|   51.68|  -19.24
15765|   93.84|   10.42
15117|   80.53|    0.67
19626|   80.03|    0.29
11442|   70.92|   -6.48
11446|   88.89|    6.83
19627|   79.87|    0.13
19630|   80.65|    0.70
11444|   70.14|   -7.14
11447|   81.26|    1.11
11448|   84.88|    3.81
11441|   33.13|  -28.60
11449|   84.88|    3.78
11445|   74.61|   -3.90
11450|   76.09|   -2.91
19606|   80.56|    0.45
19631|   80.24|    0.14
11451|   68.31|   -8.75
11453|   77.45|   -2.02
11456|   85.05|    3.63
11454|   72.18|   -6.04
11457|   85.04|    3.62
11452|   55.73|  -17.40
11458|   85.52|    3.98
11455|   71.87|   -6.29
19607|   79.85|   -0.32
11460|   84.52|    3.10
11462|   87.88|    5.61
16591|   45.81|  -23.32
11461|   84.43|    3.01
11459|   69.19|   -8.45
16462|   72.92|   -5.73
11466|   88.85|    6.23
11463|   74.48|   -4.65
11465|   86.03|    4.11
11469|   89.41|    6.58
11471|   92.64|    8.95
11464|   72.79|   -6.02
11470|   87.73|    5.27
11468|   79.90|   -0.69
17316|   67.00|  -10.35
11467|   70.43|   -7.90
11472|   84.94|    3.09
11473|   84.97|    3.10
11474|   86.56|    4.28
16463|   43.67|  -24.97
17315|   30.94|  -30.50
16592|   80.35|   -0.61
11476|   87.63|    4.95
15096|   60.30|  -15.32
11475|   76.29|   -3.76
11477|   84.09|    2.21
11478|   84.32|    2.39
11479|   86.38|    3.92
17660|   84.39|    2.33
11480|   71.65|   -7.49
11481|   85.36|    3.02
20020|   65.49|  -12.02
19940|   81.00|   -0.42
17661|   84.63|    2.37
16464|   79.34|   -1.74
11484|   87.59|    4.63
11482|   76.02|   -4.32
11483|   85.62|    3.10
11485|   85.29|    2.83
11486|   87.83|    4.78
11490|   90.08|    6.47
11489|   86.43|    3.66
11488|   84.28|    2.00
18125|   84.79|    2.29
16593|   81.53|   -0.26
11494|   82.71|    0.61
11496|   87.89|    4.63
11491|   74.74|   -5.60
17318|   88.37|    4.99
11495|   81.05|   -0.71
17317|   76.64|   -4.18
11503|   88.68|    5.19
11493|   70.50|   -8.88
11487|   33.23|  -30.49
11500|   84.89|    2.23
11502|   84.40|    1.83
11499|   77.41|   -3.66
11498|   73.77|   -6.48
11501|   75.63|   -5.08
11492|   32.07|  -31.06
11497|   56.17|  -19.01
11505|   86.25|    3.17
11513|   93.88|    9.00
11504|   69.06|  -10.20
11507|   88.12|    4.57
17201|   98.86|   12.64
11506|   76.87|   -4.26
19941|   92.44|    7.86
18935|   59.33|  -17.11
11509|   84.22|    1.48
11510|   86.21|    3.04
11511|   84.24|    1.47
11514|   85.63|    2.54
11508|   76.68|   -4.50
11512|   79.62|   -2.22
11517|   87.66|    3.99
11515|   73.92|   -6.83
11516|   74.01|   -6.82
11518|   86.12|    2.71
11519|   86.74|    3.19
11521|   91.92|    7.24
11520|   88.68|    4.69
11522|   88.83|    4.76
11523|   89.35|    5.16
17365|   85.55|    2.12
11527|   89.66|    5.32
11525|   85.57|    2.09
11524|   81.03|   -1.55
11526|   85.86|    2.28
11528|   85.92|    2.33
17656|   85.16|    1.70
11529|   82.65|   -0.31
11534|   91.23|    6.49
11531|   80.91|   -1.74
17366|   85.87|    2.20
17659|   85.52|    1.91
11532|   77.19|   -4.74
11533|   83.61|    0.38
11530|   69.67|  -10.58
11535|   79.23|   -3.19
11536|   80.67|   -2.06
11537|   83.52|    0.22
17382|   83.65|    0.32
11542|   88.72|    4.35
11540|   83.71|    0.33
19942|   74.80|   -6.77
11541|   76.55|   -5.46
11539|   74.63|   -6.97
11543|   85.26|    1.50
17618|   82.67|   -0.59
16722|   78.08|   -4.34
11538|   42.73|  -27.79
11552|   93.26|    7.78
11544|   77.00|   -5.24
11546|   86.47|    2.34
11545|   85.23|    1.33
11548|   85.61|    1.64
11551|   84.62|    0.81
11557|   93.37|    7.78
11550|   80.34|   -2.67
11549|   77.16|   -5.25
11547|   74.04|   -7.72
11560|   91.78|    6.48
11553|   76.60|   -5.75
11556|   85.29|    1.26
11554|   76.60|   -5.77
19943|   50.69|  -23.88
17619|   85.18|    1.14
11564|   91.79|    6.43
11555|   73.31|   -8.42
11561|   87.78|    3.21
11558|   74.41|   -7.60
11562|   86.29|    1.97
11559|   77.95|   -4.80
11565|   85.37|    1.18
11566|   85.75|    1.49
20021|   80.86|   -2.51
11563|   74.40|   -7.72
11572|   89.51|    4.49
11568|   85.24|    1.01
11567|   78.45|   -4.50
11573|   88.52|    3.68
17202|   98.72|   11.70
11569|   85.86|    1.50
11571|   86.52|    2.04
14636|   99.94|   12.61
15066|   19.65|  -36.34
11574|   87.54|    2.84
11570|   73.34|   -8.70
11576|   85.76|    1.32
11577|   88.78|    3.75
11575|   77.75|   -5.25
11579|   86.23|    1.62
11578|   85.52|    1.03
11580|   83.77|   -0.45
11582|   81.54|   -2.38
11584|   85.90|    1.20
11583|   80.68|   -3.13
11585|   88.21|    3.06
11590|   94.78|    8.34
11588|   93.27|    7.13
11586|   85.37|    0.67
11581|   49.87|  -25.21
11595|   94.53|    8.09
11587|   87.31|    2.21
14715|   79.77|   -4.03
11591|   85.78|    0.89
11593|   86.00|    1.06
11592|   85.24|    0.43
11589|   75.84|   -7.32
17657|   86.56|    1.48
14833|   75.83|   -7.36
11596|   85.67|    0.73
11594|   77.25|   -6.23
11598|   88.20|    2.80
16594|   42.35|  -29.28
11597|   84.82|   -0.01
17383|   84.74|   -0.09
16630|   77.72|   -5.94
11600|   87.07|    1.72
11599|   83.50|   -1.28
11601|   85.78|    0.62
11603|   87.61|    2.11
11602|   84.30|   -0.66
11606|   94.71|    7.93
17221|   50.27|  -25.54
11605|   86.24|    0.86
11607|   85.58|    0.28
11604|   80.19|   -4.23
14716|   94.20|    7.39
11610|   88.92|    3.03
11611|   88.44|    2.61
11612|   89.36|    3.38
11608|   79.35|   -5.04
17620|   85.55|    0.16
11609|   77.73|   -6.41
11613|   87.01|    1.34
11614|   86.38|    0.79
17658|   86.81|    1.15
14834|   72.75|  -10.48
11616|   86.12|    0.54
17621|   87.62|    1.78
11617|   87.68|    1.82
11615|   75.59|   -8.30
17622|   85.65|    0.08
11618|   85.43|   -0.11
11619|   85.51|   -0.09
17384|   85.63|   -0.03
11622|   90.60|    4.15
11623|   89.13|    2.89
11620|   82.04|   -3.12
11621|   82.04|   -3.12
11624|   85.76|   -0.02
11625|   83.98|   -1.56
11626|   87.51|    1.42
17203|   94.82|    7.47
11629|   87.78|    1.54
11630|   86.20|    0.18
11628|   84.31|   -1.44
11638|   92.56|    5.56
11627|   80.62|   -4.59
11635|   88.86|    2.40
11633|   85.70|   -0.30
11631|   80.74|   -4.52
11636|   86.79|    0.62
17204|   94.88|    7.45
11640|   89.32|    2.77
11632|   79.96|   -5.21
11637|   85.68|   -0.34
11642|   88.74|    2.24
11639|   80.13|   -5.13
11643|   86.98|    0.69
11641|   83.27|   -2.49
17644|   88.34|    1.80
11645|   86.95|    0.59
11644|   83.44|   -2.44
11646|   87.39|    0.94
11634|   33.58|  -34.38
11647|   86.84|    0.42
11649|   89.06|    2.27
11648|   86.48|    0.05
11655|   95.83|    7.98
11650|   86.72|    0.19
17623|   87.93|    1.23
11657|   94.52|    6.85
11651|   86.08|   -0.40
16465|   83.66|   -2.51
11656|   89.41|    2.45
11653|   87.15|    0.49
11654|   86.05|   -0.47
11659|   92.55|    5.12
11652|   75.40|   -9.57
11658|   85.98|   -0.58
11660|   86.45|   -0.22
11663|   87.44|    0.58
17385|   85.53|   -1.07
11662|   86.44|   -0.29
19944|   84.06|   -2.38
11665|   86.31|   -0.45
11661|   76.35|   -9.00
11664|   83.52|   -2.89
11666|   86.72|   -0.14
11668|   88.77|    1.63
11667|   87.67|    0.67
11669|   88.03|    0.97
11674|   96.00|    7.83
11670|   86.40|   -0.48
11672|   86.19|   -0.69
11671|   83.92|   -2.67
11673|   85.98|   -0.88
11675|   87.15|    0.04
17624|   87.43|    0.22
11676|   75.87|   -9.85
11678|   87.15|   -0.10
11677|   81.97|   -4.67
11679|   85.69|   -1.45
11680|   84.83|   -2.21
14717|  104.06|   14.19
11683|   91.19|    3.25
11681|   87.50|   -0.01
16466|   94.72|    6.32
11682|   87.31|   -0.20
11684|   85.99|   -1.41
11687|   92.71|    4.52
11685|   82.32|   -4.67
11691|   97.32|    8.49
11686|   77.62|   -8.81
17984|   87.46|   -0.20
11689|   88.23|    0.46
11688|   82.56|   -4.57
17985|   87.44|   -0.25
11693|   88.19|    0.36
11690|   82.01|   -5.11
11692|   86.45|   -1.20
11695|   94.14|    5.60
11694|   88.38|    0.49
17978|   86.85|   -0.95
11696|   84.56|   -3.02
11697|   86.85|   -0.98
11703|   94.25|    5.58
11699|   87.60|   -0.34
11700|   89.77|    1.60
11698|   78.78|   -8.18
11702|   86.75|   -1.16
11706|   89.58|    1.36
11705|   88.08|    0.02
11704|   87.29|   -0.70
11707|   88.78|    0.63
11701|   82.89|   -4.62
17987|   87.79|   -0.26
11708|   87.72|   -0.41
11709|   88.90|    0.64
19698|   90.22|    1.72
19697|   90.23|    1.73
19699|   90.23|    1.72
11710|   87.40|   -0.83
11711|   88.48|    0.10
17995|   88.38|   -0.03
11712|   88.50|   -0.03
11716|   94.75|    5.59
11714|   89.65|    0.98
11713|   76.56|  -10.77
11715|   87.62|   -0.93
11717|   87.87|   -0.70
11718|   87.55|   -0.99
11719|   87.22|   -1.31
11720|   95.41|    6.06
17979|   87.26|   -1.40
17980|   86.76|   -1.88
17988|   87.70|   -1.05
17989|   87.83|   -0.95
11722|   91.54|    2.40
11721|   78.44|   -9.54
11723|   87.80|   -1.18
11725|   88.71|   -0.37
11724|   87.34|   -1.63
11726|   90.07|    0.88
11727|   89.11|   -0.01
11728|   95.29|    5.65
11729|   90.23|    0.88
11732|   89.95|    0.57
11730|   83.86|   -5.06
11731|   83.86|   -5.06
16595|  100.81|   10.41
11733|   90.04|    0.61
14718|   87.82|   -1.47
11735|   87.35|   -1.93
11737|   91.70|    2.09
11736|   88.55|   -0.83
16373|   88.33|   -1.04
11734|   80.29|   -8.44
14719|   87.70|   -1.68
11739|   89.47|   -0.09
11738|   88.64|   -0.86
11740|   88.65|   -0.86
16467|   93.64|    3.78
11741|   90.58|    0.92
17971|   87.68|   -1.80
17319|   89.36|   -0.25
11744|   89.67|    0.00
11742|   82.97|   -6.21
11746|   96.73|    6.55
11743|   87.55|   -1.98
17972|   87.85|   -1.71
15841|   98.62|    8.22
11751|   95.65|    5.49
11745|   81.05|   -8.08
11756|   95.77|    5.57
11747|   87.86|   -1.82
11749|   87.98|   -1.72
11757|   94.15|    4.04
11753|   89.90|    0.06
11748|   84.70|   -4.80
11750|   87.86|   -1.86
11752|   88.20|   -1.54
19557|   96.73|    6.42
11755|   88.83|   -0.97
11754|   86.90|   -2.80
11758|   87.90|   -1.89
11764|   98.49|    7.98
11759|   84.34|   -5.26
11766|   98.52|    7.99
17973|   88.22|   -1.64
11760|   87.22|   -2.60
11761|   88.81|   -1.12
11763|   89.02|   -0.92
11762|   87.94|   -1.95
11770|   96.13|    5.74
11765|   89.51|   -0.49
11771|   97.74|    7.21
11772|   97.75|    7.22
11767|   91.67|    1.54
11768|   88.39|   -1.61
17990|   88.74|   -1.29
11769|   87.29|   -2.66
17974|   88.23|   -1.81
17991|   88.55|   -1.53
11773|   88.07|   -1.99
11775|   91.37|    1.13
11774|   88.42|   -1.68
11776|   88.00|   -2.09
17975|   88.24|   -1.87
11777|   90.16|   -0.06
17996|   89.11|   -1.08
11783|   94.52|    4.03
11779|   86.90|   -3.20
11782|   90.36|    0.06
11778|   82.22|   -7.60
11780|   87.66|   -2.50
11781|   81.63|   -8.20
11784|   90.22|   -0.14
11786|   90.51|    0.11
11785|   88.22|   -2.08
17981|   87.50|   -2.77
11787|   92.37|    1.81
14835|   82.56|   -7.51
11788|   89.46|   -0.99
11791|   97.71|    6.77
11789|   88.90|   -1.63
11790|   91.14|    0.50
11793|   96.35|    5.46
11795|   98.61|    7.56
11792|   92.07|    1.36
11794|   88.80|   -1.87
17997|   89.44|   -1.26
17992|   88.92|   -1.78
14720|   90.16|   -0.68
17998|   89.45|   -1.39
11796|   88.21|   -2.61
17999|   89.57|   -1.31
17993|   88.58|   -2.28
11799|   97.68|    6.44
11797|   86.31|   -4.52
11798|   90.99|   -0.04
11801|   97.89|    6.58
11800|   93.51|    2.34
11802|   89.46|   -1.65
18000|   89.46|   -1.68
11803|   95.16|    3.82
11804|   98.00|    6.53
17994|   89.00|   -2.21
14836|   84.19|   -6.87
19558|   96.67|    5.23
11805|   99.10|    7.54
15889|   80.98|  -10.05
17349|   31.73|  -40.23
18001|   89.64|   -1.75
11809|   99.15|    7.49
11806|   89.98|   -1.49
18002|   89.59|   -1.90
11807|   87.61|   -3.84
11808|   89.04|   -2.46
17976|   87.85|   -3.67
17977|   87.87|   -3.71
18003|   90.06|   -1.57
11810|   87.56|   -4.05
11811|   89.38|   -2.27
14837|  100.51|    8.62
11812|   93.24|    1.52
19568|  100.52|    8.62
11813|   92.44|    0.72
11814|   90.86|   -0.86
17320|  102.74|   10.69
18010|   91.70|   -0.06
11815|   88.80|   -2.94
11816|   91.34|   -0.45
11817|   91.04|   -0.76
11818|   92.16|    0.36
17982|   88.34|   -3.44
11819|   99.21|    7.25
18004|   90.21|   -1.65
17983|   88.61|   -3.27
16596|   71.53|  -19.14
11820|   95.77|    3.76
11821|   88.83|   -3.23
11822|   88.94|   -3.23
11823|   91.57|   -0.65
11824|   92.46|    0.25
11825|   95.50|    3.28
11827|   92.32|    0.06
11826|   92.32|    0.06
11828|   91.74|   -0.53
11829|   90.03|   -2.41
11830|   91.20|   -1.27
19758|   58.52|  -29.42
11831|   92.00|   -0.48
11832|   85.86|   -6.70
11834|   91.43|   -1.16
11833|   89.83|   -2.78
11836|   98.80|    6.25
11835|   93.36|    0.77
16798|  101.29|    8.70
14755|   61.93|  -27.46
11838|   92.76|    0.07
14721|   65.53|  -24.92
11837|   89.26|   -3.52
11839|   90.56|   -2.23
11840|   90.46|   -2.34
18008|   93.72|    0.96
11842|   91.18|   -1.69
11843|   91.20|   -1.67
11841|   89.83|   -3.06
14722|  100.18|    7.44
11844|   91.20|   -1.68
11846|   96.38|    3.56
11845|   91.25|   -1.72
11849|   93.21|    0.23
11847|   91.42|   -1.62
11850|   91.29|   -1.77
11848|   88.81|   -4.32
11851|   87.68|   -5.55
11852|   93.10|   -0.07
14838|   83.39|   -9.96
11854|   95.65|    2.54
11853|   94.10|    0.93
11855|   91.29|   -2.01
18011|   92.35|   -1.02
11857|   99.21|    6.02
11856|   91.56|   -1.91
16954|   13.90|  -45.68
15842|   97.24|    3.89
17321|   83.94|   -9.86
11860|   99.42|    6.08
11859|   93.89|    0.27
11858|   92.42|   -1.27
14723|   90.64|   -3.15
11861|   91.95|   -1.80
11862|   94.01|    0.29
11866|  100.17|    6.69
11863|   90.79|   -3.14
11864|   91.75|   -2.16
14839|  107.54|   14.03
18695|   96.28|    2.59
11865|   94.01|    0.19
16468|   96.86|    3.16
11872|   99.17|    5.55
11868|   92.70|   -1.27
11867|   89.66|   -4.48
11870|   92.66|   -1.34
11869|   89.27|   -4.92
11871|   91.20|   -2.91
11873|   91.26|   -2.88
11874|   91.06|   -3.09
19559|  100.38|    6.67
11875|   91.63|   -2.57
20022|   95.26|    1.25
17671|   98.62|    4.80
17675|   99.39|    5.61
11876|   92.44|   -1.78
11877|   94.43|    0.24
11878|   95.29|    1.15
11880|   98.83|    4.89
11879|   94.43|    0.21
15843|   98.28|    4.28
11885|  100.55|    6.62
11882|   94.15|   -0.17
11881|   93.44|   -0.94
11883|   91.59|   -2.94
11884|   95.14|    0.82
11886|   91.13|   -3.54
11888|   98.57|    4.41
11887|   93.73|   -0.79
11889|   92.02|   -2.71
11890|   97.07|    2.72
19702|   97.51|    3.17
17625|   92.47|   -2.29
17677|  100.06|    5.86
11891|   93.76|   -0.92
11892|   93.45|   -1.26
11893|   94.39|   -0.25
11894|   94.34|   -0.34
11895|   94.31|   -0.38
11896|   98.73|    4.36
11898|   94.54|   -0.38
11897|   88.16|   -7.28
11899|   93.67|   -1.36
15067|  309.46|  -31.74
11900|   93.69|   -1.39
11904|  100.18|    5.62
16469|   94.93|   -0.13
11901|   95.07|    0.01
11910|  102.13|    7.68
11905|   97.23|    2.36
11902|   93.49|   -1.75
11903|   92.91|   -2.39
17673|   99.65|    4.98
11907|   95.39|    0.30
11908|   94.95|   -0.19
11909|   92.86|   -2.51
11906|   89.41|   -6.28
11911|   98.97|    4.15
17668|   98.96|    4.09
11912|   89.81|   -6.00
11913|   97.44|    2.37
11916|   98.95|    4.01
14724|   79.92|  -16.35
18012|   94.47|   -0.95
11915|   92.55|   -3.08
11914|   91.79|   -3.92
11917|   90.47|   -5.46
11918|   93.56|   -2.06
11921|  102.09|    7.34
11919|   97.58|    2.38
11920|   97.44|    2.21
11923|  101.35|    6.47
17669|   99.07|    3.95
11922|   94.25|   -1.41
15836|   99.14|    4.00
15844|   99.53|    4.40
16736|   31.94|  -44.99
11924|   93.17|   -2.77
11925|   92.78|   -3.22
17670|   99.21|    3.91
11926|   95.24|   -0.57
11932|  102.27|    7.25
11927|   94.11|   -1.87
19560|   93.20|   -2.89
11931|   99.28|    3.92
11930|   96.80|    1.14
11928|   93.19|   -2.92
11929|   95.24|   -0.63
17676|  100.34|    5.05
19700|   94.48|   -1.53
19701|   94.48|   -1.53
11933|   98.89|    3.40
11934|   99.18|    3.67
11936|   99.29|    3.74
11937|   99.29|    3.74
11938|   99.29|    3.74
15837|  102.01|    6.77
15845|   98.94|    3.32
11935|   92.02|   -4.51
11939|   95.93|   -0.13
11942|   99.22|    3.56
11943|   99.34|    3.69
11941|   98.57|    2.83
11940|   94.68|   -1.62
11947|   99.87|    4.24
11944|   93.45|   -3.05
11945|   94.71|   -1.63
11948|   98.04|    2.14
18126|   99.43|    3.70
11946|   91.17|   -5.69
11950|   97.07|    1.00
11949|   94.72|   -1.69
18009|   94.26|   -2.24
11952|  101.81|    6.31
11951|   94.84|   -1.62
17530|   34.82|  -45.12
11953|   99.01|    3.08
11954|   99.22|    3.24
11955|   95.91|   -0.64
11956|   99.04|    2.90
17674|  100.27|    4.24
11957|   95.48|   -1.30
11961|   99.80|    3.62
16631|   86.02|  -12.08
16597|   66.11|  -30.53
11962|  100.15|    3.99
11958|   90.33|   -7.34
11960|   93.83|   -3.33
11959|   90.56|   -7.11
11963|  101.53|    5.53
17645|  105.40|    9.91
11964|   98.11|    1.54
11965|   96.66|   -0.18
19793|   81.02|  -17.61
11969|  100.63|    4.38
11968|   99.44|    2.99
11966|   93.69|   -3.72
11971|  100.26|    3.89
11967|   90.57|   -7.38
11970|   93.74|   -3.76
11972|   97.34|    0.43
11973|   97.35|    0.44
19594|   97.35|    0.44
11974|   97.34|    0.42
19595|   97.36|    0.42
11976|   97.36|    0.43
11975|   96.11|   -1.04
11977|   97.35|    0.42
17672|  100.00|    3.45
11979|  100.88|    4.44
11978|   96.41|   -0.85
11984|  102.36|    6.10
11985|  103.14|    6.99
11980|   93.74|   -4.05
14840|   81.32|  -17.87
11983|   96.34|   -1.02
11982|   93.96|   -3.83
11981|   92.36|   -5.72
11986|   94.97|   -2.71
11991|  102.31|    5.93
11987|   95.46|   -2.16
11989|   97.56|    0.30
11988|   91.37|   -7.00
11994|  103.11|    6.82
15846|   99.69|    2.77
11992|   95.35|   -2.37
11990|   91.36|   -7.09
11993|   93.77|   -4.29
11995|   95.55|   -2.24
11997|   99.68|    2.65
11996|   95.58|   -2.27
11998|   96.62|   -1.04
12001|  101.77|    5.06
11999|   94.83|   -3.22
12000|   98.71|    1.40
12004|   98.56|    1.16
12002|   94.75|   -3.41
12003|   95.86|   -2.09
12005|   96.11|   -1.85
12006|   98.92|    1.51
12007|   98.78|    1.33
12009|  102.51|    5.77
12008|  101.60|    4.67
12010|   97.58|   -0.26
12013|   99.40|    1.89
12011|   93.13|   -5.66
12012|   95.59|   -2.72
19785|   58.92|  -37.29
20023|   95.91|   -2.54
12015|   98.39|    0.42
15766|   75.35|  -25.15
12014|   89.94|   -9.80
12016|   98.77|    0.83
12017|   99.78|    2.03
12018|   97.39|   -0.94
12021|  102.15|    4.84
12019|   98.77|    0.73
12020|   98.75|    0.68
12022|  100.04|    2.21
12023|   99.06|    0.98
15838|  103.23|    6.06
12024|   97.79|   -0.60
12025|   99.81|    1.81
17431|   89.10|  -11.21
12026|   97.90|   -0.61
12027|   98.55|    0.17
12028|   98.05|   -0.46
16470|   75.25|  -25.96
12029|  100.39|    2.37
14725|  103.42|    6.08
17322|   99.57|    1.29
12030|   95.27|   -4.12
15767|  104.21|    6.94
12031|   95.22|   -4.21
12032|   98.14|   -0.61
19655|   94.25|   -5.44
12034|  103.98|    6.62
12033|   94.78|   -4.84
15839|  102.71|    4.98
12036|  101.29|    3.19
12038|   97.48|   -1.62
12037|   95.69|   -3.87
12035|   92.40|   -7.93
12039|   94.39|   -5.50
12040|   92.03|   -8.47
12041|   98.51|   -0.42
12043|  104.03|    6.46
12042|   98.77|   -0.12
15840|  104.03|    6.44
15811|    6.11|  -51.47
12044|  100.29|    1.61
12046|  100.39|    1.68
12045|   98.97|   -0.13
12047|   97.90|   -1.53
12049|  102.52|    4.31
12048|   98.45|   -0.84
12050|  101.08|    2.47
12051|  103.50|    5.51
12056|  105.89|    8.45
12054|  102.98|    4.80
12052|   98.04|   -1.49
12053|   98.86|   -0.46
12055|   98.20|   -1.35
12057|   97.85|   -1.88
17406|  104.43|    6.50
12058|   92.73|   -8.46
12062|  100.12|    0.91
12059|   97.49|   -2.45
12061|   98.01|   -1.81
12060|   95.77|   -4.69
17196|  106.17|    8.57
17323|  106.55|    9.00
12065|  103.53|    5.17
18146|   99.19|   -0.41
12064|   99.60|    0.08
12063|   97.42|   -2.74
12066|   98.36|   -1.55
12067|  100.46|    1.11
12069|  103.41|    4.91
12070|  103.80|    5.36
12068|   95.10|   -5.91
18147|   99.52|   -0.21
12071|   98.53|   -1.55
12072|   99.48|   -0.32
12073|   98.44|   -1.71
12074|   98.56|   -1.59
12075|   99.36|   -0.63
14726|   86.50|  -16.79
12076|   98.30|   -2.04
12077|  103.11|    4.23
17407|  102.60|    3.55
16632|   81.67|  -22.36
12140|   97.39|   -5.55
19754|   15.64|  -52.59
12080|   99.99|   -0.03
14841|   65.80|  -36.51
12079|   97.00|   -3.98
12078|   94.28|   -7.52
12082|  102.85|    3.66
12081|   99.21|   -1.18
12084|  101.94|    2.42
12087|  104.57|    5.86
12083|   98.87|   -1.64
12086|  102.71|    3.40
19681|   20.70|  -52.45
12088|  103.05|    3.80
12085|   95.97|   -5.56
12090|  102.83|    3.44
12089|   98.52|   -2.29
14727|  104.08|    5.07
12091|   99.60|   -0.88
12092|   99.41|   -1.15
12093|   97.25|   -4.04
12094|   93.71|   -8.72
17324|   98.91|   -1.89
12095|   97.32|   -4.02
16598|   70.03|  -33.98
12096|  102.01|    2.18
12098|   99.24|   -1.55
12097|   91.62|  -11.62
12099|  101.92|    1.97
19945|   74.36|  -30.55
12100|  100.42|   -0.07
12102|   98.63|   -2.53
12101|   97.85|   -3.58
12103|   99.29|   -1.72
12106|  102.17|    2.15
12105|  101.24|    0.90
12104|  100.39|   -0.25
15917|   57.44|  -42.67
17432|   70.66|  -33.92
12107|   99.60|   -1.36
12108|  103.46|    3.84
17197|  107.64|    9.37
12109|   99.33|   -1.79
12111|  103.36|    3.64
15088|  103.28|    3.50
12110|   92.94|  -10.39
14637|   98.72|   -2.73
12112|   99.30|   -1.96
19561|  103.34|    3.52
12113|   99.81|   -1.31
15068|   23.58|  -53.01
12115|  100.21|   -0.84
12114|   97.16|   -4.97
12117|  104.87|    5.39
12116|   99.70|   -1.68
17408|  104.90|    5.35
12118|   99.70|   -1.80
12119|   99.21|   -2.49
16641|   96.64|   -6.01
18788|  101.11|    0.10
12122|  104.08|    4.13
18789|  100.91|   -0.24
12121|  101.98|    1.23
12120|   97.67|   -4.69
18790|  100.85|   -0.33
12128|  105.95|    6.63
12123|  100.84|   -0.38
12124|  100.46|   -0.92
12125|  100.91|   -0.30
16857|   43.51|  -49.37
12126|  100.74|   -0.55
12127|  100.61|   -0.76
12129|   99.33|   -2.57
12130|  101.22|   -0.02
12131|  100.30|   -1.30
16633|   68.65|  -36.76
18792|  101.11|   -0.20
12133|  103.38|    2.93
18793|  101.06|   -0.29
12132|  100.52|   -1.07
12138|  103.58|    3.17
12134|   99.41|   -2.62
12135|   99.84|   -2.05
12136|   98.39|   -4.07
12139|   99.86|   -2.06
12137|   95.69|   -7.82
12141|  100.07|   -1.81
18794|  101.39|    0.02
12142|  102.56|    1.66
12145|  102.34|    1.32
12150|  100.28|   -1.55
18795|  101.56|    0.23
12143|  100.60|   -1.11
12144|  100.02|   -1.93
12148|  106.00|    6.38
12146|  100.91|   -0.70
12147|   99.92|   -2.13
15069|  350.00|  -52.47
18796|  101.09|   -0.51
12149|  100.49|   -1.39
18797|  100.64|   -1.17
18799|  101.16|   -0.47
18798|  100.91|   -0.83
12155|  104.48|    4.12
12151|   99.81|   -2.43
18800|  101.49|   -0.08
12152|  101.05|   -0.69
12153|  102.24|    0.97
18801|  101.16|   -0.55
12156|  104.88|    4.66
12154|  100.83|   -1.04
17325|   37.15|  -51.76
18802|  101.45|   -0.19
20025|   95.09|   -9.06
12158|  103.59|    2.79
12162|  105.52|    5.48
20024|   95.11|   -9.09
18803|  101.47|   -0.22
18804|  101.87|    0.33
12160|  102.70|    1.50
12157|   98.86|   -3.92
12159|  101.49|   -0.22
12161|  102.29|    0.90
12163|  102.66|    1.39
12164|  102.35|    0.95
18805|  100.79|   -1.27
17646|  111.91|   14.08
18806|  101.37|   -0.48
12165|  106.38|    6.58
18807|  101.89|    0.24
18808|  101.93|    0.28
18809|  100.96|   -1.14
12166|  102.41|    0.89
18810|  101.77|   -0.01
12167|  103.60|    2.55
12169|  102.97|    1.66
12168|  101.94|    0.18
18812|  101.87|    0.08
18811|  101.41|   -0.59
18814|  101.47|   -0.52
18813|  101.25|   -0.84
17326|   47.37|  -49.23
18815|  101.40|   -0.70
12170|  100.23|   -2.37
18816|  101.81|   -0.11
19562|  106.07|    5.91
15278|  102.52|    0.83
12177|  107.87|    8.40
18817|  101.03|   -1.31
