#    |              BAT_NAME|     RA|    DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#    |                      |    deg|    deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log  |           |           |
 432|SWIFT J0845.3+1420    |131.333| 14.346|   10.68|SDSSJ084518.51+142034.1       |                               |131.3272| 14.3428|   21.50|   17.33|   23.62|  0.0|1.86|1.56|2.19|      0.20| 0.0600| 44.2|           |         50|Sy1.9               
 433|SWIFT J0854.3-0827    |133.570| -8.447|    3.17|SWIFT J085429.35-082428.6     |                               |133.6218| -8.4075|    5.08|    1.24|    7.02|  0.0|2.10|0.89|4.17|      1.80|       |     |           |         11|U2                  
 434|SWIFT J0855.6+6425    |133.882| 64.413|    8.80|MCG+11-11-32                  |                               |133.8023| 64.3959|   15.98|   13.75|   18.41|  0.0|1.72|1.34|2.14|      2.20| 0.0360| 43.6|           |         50|Sy2                 
 435|SWIFT J0855.7-2856    |133.888|-28.874|    6.80|2MASXJ08551746-2854218        |                               |133.8228|-28.9059|   10.59|    8.50|   12.85|  0.0|2.22|1.68|2.93|      0.70| 0.0730| 44.1|           |         50|Sy2                 
 436|SWIFT J0856.0+7812    |133.903| 78.201|    7.88|NGC2655                       |                               |133.9072| 78.2231|   12.83|   10.80|   15.03|  0.0|1.91|1.55|2.33|      1.30| 0.0040| 41.8|           |         50|Sy2                 
 437|SWIFT J0859.5+4457    |134.836| 44.921|    7.13|NGC2712                       |                               |134.8770| 44.9139|   10.01|    8.14|   12.04|  0.0|2.28|1.82|2.85|      1.10| 0.0060| 41.9|           |         50|Sy2                 
 438|SWIFT J0902.1-4034    |135.528|-40.555| 3031.67|Vela X-1                      |                               |135.5286|-40.5547| 4018.59| 4017.08| 4020.23|  0.0|2.91|2.91|2.91|  80154.00|       |     |           |        180|HMXB                
 439|SWIFT J0902.0+6007    |135.558| 60.146|    8.13|Mrk18                         |                               |135.4930| 60.1520|   14.85|   11.51|   17.00|  0.0|1.67|1.28|2.09|      0.80| 0.0110| 42.6|           |         50|Sy1.9               
 440|SWIFT J0902.7-6816    |135.625|-68.222|    9.35|NGC2788A                      |                               |135.6640|-68.2270|   21.46|   17.93|   23.72|  0.0|1.52|1.26|1.78|      2.20| 0.0130| 42.9|           |         50|Sy2                 
 441|SWIFT J0902.7-4814    |135.671|-48.218|   15.27|2MASXJ09023729-4813339        |                               |135.6555|-48.2261|   28.82|   25.58|   30.91|  0.0|1.88|1.68|2.09|      1.50| 0.0390| 44.0|           |         40|Sy1                 
 442|SWIFT J0902.8-7414    |135.793|-74.229|    4.83|2MASXJ09034285-7414170        |                               |135.9287|-74.2381|   12.36|    8.59|   14.79|  0.0|1.31|0.73|1.87|      0.80| 0.0910| 44.4|           |         50|Sy2                 
 443|SWIFT J0904.3+5538    |136.160| 55.572|   10.18|SDSSJ090436.96+553602.7       |                               |136.1540| 55.6008|   13.15|   11.13|   15.29|  0.0|2.32|1.96|2.73|      1.80| 0.0370| 43.6|           |         40|Sy1.2               
 444|SWIFT J0908.9-0933    |137.229| -9.654|   18.29|ABELL 754                     |                               |137.2087| -9.6366|   21.90|   20.49|   23.41|  0.0|3.73|3.44|4.05|      2.30|       |     |           |         30|Galaxy Cluster      
 445|SWIFT J0909.0+0358    |137.265|  3.941|    8.04|1RXSJ090915.6+035453          |                               |137.3164|  3.9119|   15.65|   12.88|   18.57|  0.0|1.88|1.51|2.28|      1.60| 3.2000| 48.1|           |         40|Sy1;broad-line AGN  
 446|SWIFT J0911.2+4533    |137.869| 45.486|   11.75|LEDA2265450                   |                               |137.8749| 45.4683|   18.59|   16.31|   20.97|  0.0|2.06|1.78|2.36|      1.60| 0.0260| 43.4|           |         50|Sy2                 
 447|SWIFT J0917.2-6221    |139.034|-62.328|   19.87|IRAS09149-6206                |                               |139.0392|-62.3249|   29.09|   27.05|   31.22|  0.0|2.33|2.16|2.53|      0.30| 0.0570| 44.3|           |         40|Sy1                 
 448|SWIFT J0917.2-6457    |139.347|-64.915|    6.94|2MASXJ09172716-6456271        |                               |139.3634|-64.9409|   11.52|    9.45|   13.89|  0.0|2.06|1.66|2.55|      0.80| 0.0860| 44.3|           |         50|Sy2                 
 449|SWIFT J0918.5+1618    |139.614| 16.313|   20.04|Mrk704                        |                               |139.6084| 16.3053|   36.84|   34.43|   39.57|  0.0|2.02|1.87|2.18|      1.20| 0.0290| 43.8|           |         40|Sy1.2               
 450|SWIFT J0919.2+5528    |139.872| 55.383|    6.18|Mrk106                        |                               |139.9806| 55.3603|   10.02|    7.78|   12.60|  0.0|1.76|1.29|2.29|      1.00| 0.1230| 44.6|           |         40|Sy1                 
 451|SWIFT J0920.1+3712    |140.019| 37.199|   11.99|IC2461                        |                               |139.9920| 37.1910|   19.11|   16.93|   21.59|  0.0|1.94|1.65|2.26|      0.60| 0.0070| 42.3|           |         50|Sy2                 
 452|SWIFT J0920.5-5511    |140.114|-55.207|   66.83|4U 0919-54                    |                               |140.1105|-55.2070|   92.71|   90.85|   94.73|  0.0|2.52|2.46|2.58|      1.30|       |     |           |        190|LMXB                
 453|SWIFT J0920.8-0805    |140.209| -8.063|   25.10|MCG-1-24-12                   |                               |140.1927| -8.0561|   46.38|   43.85|   49.13|  0.0|2.11|1.98|2.24|      2.30| 0.0190| 43.6|           |         50|Sy2                 
 454|SWIFT J0923.6-2136    |140.913|-21.612|    9.54|PKS0921-213                   |                               |140.9120|-21.5964|   18.79|   16.17|   21.60|  0.0|1.97|1.65|2.33|      0.40| 0.0520| 44.0|           |         80|Beamed AGN          
 455|SWIFT J0923.7+2255    |140.940| 22.923|   20.31|Z121-75                       |                               |140.9292| 22.9090|   35.66|   33.32|   38.19|  0.0|2.07|1.91|2.24|      0.40| 0.0320| 43.9|           |         40|Sy1.2               
 456|SWIFT J0924.2-3141    |141.006|-31.700|   10.40|2MASXJ09235371-3141305        |                               |140.9739|-31.6919|   14.10|   12.29|   16.00|  0.0|2.89|2.41|3.57|      1.80| 0.0420| 43.7|           |         50|Sy2                 
 457|SWIFT J0925.2-8423    |141.429|-84.387|    5.48|LEDA97526                     |                               |141.5735|-84.3593|    8.10|    6.20|    9.96|  0.0|2.14|1.33|3.19|      1.40| 0.0630| 43.8|           |         50|Sy1.9               
 458|SWIFT J0925.0+5218    |141.312| 52.277|   37.68|Mrk110                        |                               |141.3036| 52.2863|   60.95|   58.99|   62.82|  0.0|1.98|1.89|2.06|      0.50| 0.0350| 44.2|           |         40|Sy1.5               
 459|SWIFT J0926.1+6931    |141.466| 69.491|    8.14|2MASXJ09254750+6927532        |                               |141.4481| 69.4648|   11.92|   10.03|   13.75|  0.0|2.06|1.69|2.47|      1.20| 0.0390| 43.6|           |         50|Sy1.9               
 460|SWIFT J0926.2+1244    |141.530| 12.735|   10.59|Mrk705                        |                               |141.5137| 12.7343|   18.03|   15.89|   20.09|  0.0|2.17|1.87|2.51|      1.60| 0.0290| 43.5|           |         40|Sy1.2               
 461|SWIFT J0927.3+2301    |141.853| 23.024|    3.55|NGC2885                       |                               |141.8271| 23.0201|   13.96|   11.05|   17.92|  0.0|0.88|0.00|1.51|      0.40| 0.0260| 43.3|           |         40|Sy1.2               
 462|SWIFT J0927.7-6945    |141.901|-69.758|    7.40|SWIFT J092752.58-694438.8     |                               |141.9696|-69.7447|    8.50|    7.31|   10.03|  0.0|3.21|2.71|3.85|      1.90|       |     |           |         11|U2                  
 463|SWIFT J0929.7+6232    |142.365| 62.519|    7.28|Z312-12                       |                               |142.4077| 62.5440|   10.65|    8.87|   13.06|  0.0|1.99|1.60|2.45|      1.80| 0.0250| 43.2|           |         50|Sy2                 
 464|SWIFT J0931.5-5105    |142.868|-51.119|    7.49|SWIFT J093118.1-510845        |                               |142.8258|-51.1455|    9.29|    7.89|   11.14|  0.0|2.91|2.39|3.57|      1.20|       |     |           |         11|U2                  
 465|SWIFT J0934.7-2156    |143.707|-21.929|    6.87|ESO565-19                     |                               |143.6815|-21.9278|   20.03|   17.38|   24.58|  0.0|1.38|0.98|1.78|      0.40| 0.0160| 43.0|           |         50|Sy2                 
 466|SWIFT J0935.5+2616    |143.870| 26.275|    7.20|SDSSJ093527.09+261709.6       |                               |143.8629| 26.2860|   10.69|    9.04|   13.47|  0.0|2.37|1.91|2.95|      0.80| 0.1220| 44.6|           |         40|Sy1.2               
 467|SWIFT J0935.9+6120    |143.843| 61.358|    5.16|UGC5101                       |                               |143.9652| 61.3531|    7.13|    5.46|    9.91|  0.0|2.11|1.49|2.89|      0.40| 0.0390| 43.4|           |         50|Sy1.9               
 468|SWIFT J0936.2-6553    |144.072|-65.834|    6.89|2MASXJ09360622-6548336        |                               |144.0260|-65.8093|   12.52|   10.62|   15.79|  0.0|1.90|1.52|2.33|      1.10| 0.0390| 43.6|           |         50|Sy2                 
 469|SWIFT J0939.7-3224    |144.976|-32.450|    5.16|1RXS J093949.2-322620         |                               |144.9550|-32.4390|    6.11|    4.61|    8.37|  0.0|3.17|2.14|4.87|      1.40|       |     |           |         90|CV                  
 470|SWIFT J0942.2+2344    |145.558| 23.712|    7.02|Z122-55                       |                               |145.5200| 23.6853|   13.55|   10.75|   17.10|  0.0|1.83|1.41|2.30|      1.10| 0.0210| 43.1|           |         40|Sy1.5               
 471|SWIFT J0945.6-1420    |146.424|-14.334|   15.44|NGC2992                       |                               |146.4252|-14.3264|   32.65|   29.52|   36.63|  0.0|1.89|1.69|2.10|      0.20| 0.0070| 42.6|           |         50|Sy1.9               
 472|SWIFT J0947.6-3057    |146.918|-30.948|  119.94|MCG-5-23-16                   |                               |146.9173|-30.9489|  209.62|  206.89|  213.09|  0.0|2.19|2.17|2.22|     10.40| 0.0080| 43.5|           |         50|Sy1.9               
 473|SWIFT J0947.7+0726    |146.954|  7.450|   12.79|3C227                         |                               |146.9380|  7.4224|   22.82|   20.01|   26.40|  0.0|2.05|1.79|2.33|      0.50| 0.0850| 44.6|           |         40|Sy1.2               
 474|SWIFT J0950.5+7318    |147.458| 73.291|    9.92|4C+73.08                      |                               |147.4410| 73.2400|   14.79|   12.02|   16.43|  0.0|1.93|1.59|2.31|      0.90| 0.0580| 44.0|           |         50|Sy2                 
 475|SWIFT J0951.9-0649    |148.007| -6.814|    7.76|NGC3035                       |                               |147.9793| -6.8229|   16.51|   12.95|   18.62|  0.0|1.83|1.46|2.25|      0.60| 0.0140| 42.8|           |         50|Sy1.9               
 476|SWIFT J0952.3-6234    |148.100|-62.576|    8.00|CXOJ095220.1-623234           |                               |148.0840|-62.5430|   14.92|   11.93|   16.70|  0.0|1.88|1.49|2.30|      1.10| 0.2520| 45.4|           |         50|Sy1.9               
 477|SWIFT J0955.5+6907    |148.943| 69.056|   13.44|M81                           |                               |148.8880| 69.0650|   20.26|   17.58|   21.85|  0.0|1.99|1.75|2.25|      1.40| 0.0000| 38.6|           |         50|Sy1.9               
 478|SWIFT J0956.1+6942    |148.908| 69.642|    5.14|M 82                          |                               |148.9700| 69.6790|    4.83|    3.43|    5.87|  0.0|3.39|2.51|5.00|      1.20|       |     |           |        130|Starburst galaxy    
 479|SWIFT J0958.0-4208    |149.448|-42.153|    5.81|1RXS J095750.4-420801         |                               |149.4611|-42.1430|    7.00|    5.49|    8.51|  0.0|3.24|2.51|4.31|      0.40|       |     |           |         90|CV                  
 480|SWIFT J0959.5-2248    |149.874|-22.828|   37.62|NGC3081                       |                               |149.8731|-22.8263|   81.89|   79.20|   84.52|  0.0|1.83|1.75|1.91|      3.00| 0.0080| 43.0|           |         50|Sy2                 
 481|SWIFT J0959.9+1303    |149.847| 13.012|    6.07|NGC3080                       |                               |149.9827| 13.0438|   10.36|    7.92|   12.75|  0.0|1.84|1.10|2.76|      1.00| 0.0350| 43.4|           |         40|Sy1                 
 482|SWIFT J0959.7-3112    |149.935|-31.210|    9.84|LEDA154502                    |                               |149.9277|-31.2162|   15.69|   13.59|   17.75|  0.0|2.44|2.09|2.86|      0.80| 0.0370| 43.7|           |         40|Sy1                 
 483|SWIFT J1001.8+2848    |150.508| 28.798|    4.18|3C234                         |                               |150.4563| 28.7858|    5.82|    4.00|    7.93|  0.0|2.28|1.37|3.82|      1.60| 0.1840| 44.7|           |         50|Sy1.9               
 484|SWIFT J1001.7+5543    |150.462| 55.668|   22.93|NGC3079                       |                               |150.4908| 55.6798|   36.74|   34.58|   39.05|  0.0|1.77|1.65|1.90|      5.80| 0.0030| 42.0|           |         50|Sy2                 
 485|SWIFT J1003.4-3726    |150.859|-37.381|    4.66|ESO374-25                     |                               |150.8484|-37.3959|    7.37|    5.28|    9.75|  0.0|2.33|1.67|3.26|      1.50| 0.0230| 42.9|           |         40|Sy1                 
 486|SWIFT J1005.9-2305    |151.449|-23.052|    7.33|ESO499-41                     |                               |151.4807|-23.0569|   18.06|   15.10|   21.27|  0.0|1.62|1.19|2.07|      1.10| 0.0120| 42.8|           |         50|Sy1.9               
 487|SWIFT J1007.4+6534    |151.880| 65.583|    6.02|1RXSJ100712.6+653511          |                               |151.8069| 65.5836|    9.21|    6.90|   10.91|  0.0|2.02|1.54|2.58|      0.80| 0.2470| 45.2|           |         70|Unknown AGN         
 488|SWIFT J1008.6-0955    |152.169| -9.891|    8.56|LEDA154696                    |                               |152.2025| -9.9142|   18.02|   14.80|   20.37|  0.0|1.80|1.47|2.16|      1.20| 0.0570| 44.1|           |         50|Sy2                 
 489|SWIFT J1009.3-4250    |152.460|-42.805|   16.50|ESO263-13                     |                               |152.4509|-42.8112|   29.66|   26.83|   31.72|  0.0|2.05|1.85|2.26|      1.10| 0.0330| 43.8|           |         50|Sy2                 
 490|SWIFT J1010.0-5819    |152.443|-58.292|  202.61|GRO J1008-57                  |                               |152.4462|-58.2931|  266.51|  264.51|  267.96|  0.0|2.73|2.71|2.74|    174.80|       |     |           |        180|HMXB                
 491|SWIFT J1010.1-5747    |152.788|-57.800|   17.76|CD-57 3057                    |                               |152.7623|-57.8039|   21.24|   19.49|   22.52|  0.0|3.08|2.84|3.36|      1.10|       |     |           |        100|Symbiotic star      
 492|SWIFT J1013.5-3601    |153.323|-35.983|    8.18|Fairall1149                   |                               |153.3330|-35.9827|   23.50|   20.66|   26.63|  0.0|1.34|1.03|1.65|      0.80| 0.0280| 43.6|           |         50|Sy2                 
